pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,8.59545,1e-05,-1e-05,0.0,0.075,0.0016,-0.0016,0.0,2.587,0.088,-0.088,0.0,0.23079708,0.00785085,-0.00785085,0.0,9.6,2.7,-2.5,0.0,0.03020498,0.00849515,-0.00786588,0.0,Mass,0.078,0.056,-0.056,0.0,26.707,0.003,-0.003,0.0,665.0,27.0,-27.0,0.0,1,K V,4552.0,154.0,-154.0,0.0,0.665,0.01,-0.01,0.0,0.678,0.049,-0.041,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.743,0.105,-0.105,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443
TOI-908 b,TOI-908,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.183792,7e-06,-7e-06,0.0,0.041657,2e-06,-2e-06,0.0,3.186,0.155,-0.155,0.0,0.28423637,0.0138282,-0.0138282,0.0,16.137,4.112,-4.039,0.0,0.05077268,0.0129378,-0.01270812,0.0,Mass,0.132,0.091,-0.091,0.0,80.884,0.006,-0.006,0.0,1317.0,38.0,-38.0,0.0,0,G V,5626.0,61.0,-61.0,0.0,1.028,0.03,-0.03,0.0,0.95,0.01,-0.01,0.0,0.08,0.04,-0.04,0.0,[Fe/H],4.45,0.03,-0.03,0.0,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,0.638,-0.634,11.316,0.012,-0.012,9.637,0.021,-0.021,11.1061,0.000404,-0.000404
WASP-132 b,WASP-132,1,3,Transit,2016,SuperWASP-South,0,7.1335164,1.9e-06,-1.9e-06,0.0,0.0674,0.0029,-0.0029,0.0,10.09929161,0.42594127,-0.42594127,0.0,0.901,0.038,-0.038,0.0,136.0305582,4.76742611,-4.76742611,0.0,0.428,0.015,-0.015,0.0,Mass,0.0163,0.0067,-0.0069,0.0,58.5,5.3,-4.7,0.0,682.0,75.0,-114.0,0.0,0,K4 V,4686.0,99.0,-99.0,0.0,0.758,0.032,-0.032,0.0,0.789,0.039,-0.039,0.0,0.15,0.05,-0.05,0.0,[Fe/H],4.56,0.03,-0.03,0.0,14h30m26.21s,217.6091998,-46d09m34.26s,-46.159516,122.91,0.568,-0.562,11.938,0.046,-0.046,9.674,0.024,-0.024,11.7538,0.000341,-0.000341
WASP-18 b,WASP-18,2,2,Transit,2009,SuperWASP,0,0.94145223,2.4e-07,-2.4e-07,0.0,0.02024,0.00029,-0.00031,0.0,13.89913607,0.88550948,-0.88550948,0.0,1.24,0.079,-0.079,0.0,3241.849751,111.2399425,-111.2399425,0.0,10.2,0.35,-0.35,0.0,Mass,0.0051,0.007,-0.0037,0.0,5805.0,808.0,-639.0,0.0,2429.0,77.0,-70.0,0.0,1,F6 IV-V,6432.0,48.0,-48.0,0.0,1.319,0.061,-0.062,0.0,1.294,0.063,-0.061,0.0,0.107,0.08,-0.08,0.0,[Fe/H],4.31,0.036,-0.033,0.0,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.483,0.371,-0.369,9.28,0.03,-0.03,8.131,0.027,-0.027,9.16617,0.000236,-0.000236
WASP-19 b,WASP-19,1,1,Transit,2009,SuperWASP,0,0.78883852,7.5e-07,-8.2e-07,0.0,0.01652,0.0005,-0.00056,0.0,15.86070769,0.49319515,-0.53803107,0.0,1.415,0.044,-0.048,0.0,366.7739817,24.79061575,-25.42627256,0.0,1.154,0.078,-0.08,0.0,Mass,0.0126,0.014,-0.0089,0.0,3320.0,190.0,-180.0,0.0,2113.0,29.0,-29.0,0.0,0,G8 V,5616.0,66.0,-65.0,0.0,1.006,0.031,-0.034,0.0,0.965,0.091,-0.095,0.0,0.04,0.25,-0.3,0.0,[Fe/H],4.417,0.02,-0.021,0.0,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.325,1.72,-1.698,12.248,0.069,-0.069,10.481,0.023,-0.023,12.1088,0.000533,-0.000533
WASP-193 b,WASP-193,1,1,Transit,2023,WASP-South,0,6.2463345,3e-07,-3e-07,0.0,0.0676,0.0015,-0.0015,0.0,16.40994774,0.66132986,-0.6389119,0.0,1.464,0.059,-0.057,0.0,44.17814857,9.2170238,-9.2170238,0.0,0.139,0.029,-0.029,0.0,Mass,0.056,0.068,-0.04,0.0,413.0,39.0,-42.0,0.0,1254.0,31.0,-31.0,0.0,0,F9,6078.0,120.0,-120.0,0.0,1.239,0.028,-0.028,0.0,1.059,0.067,-0.068,0.0,-0.06,0.088,-0.088,0.0,[Fe/H],4.284,0.033,-0.033,0.0,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,362.087,5.384,-5.232,11.972,0.023,-0.023,10.745,0.035,-0.035,12.0421,0.000261,-0.000261
WASP-2 b,WASP-2,2,1,Transit,2007,SuperWASP,0,2.152175,1.2e-05,-1.1e-05,0.0,0.03144,0.00088,-0.00087,0.0,12.116929,0.459569,-0.44836,0.0,1.081,0.041,-0.04,0.0,295.89973,19.0698,-18.43414,0.0,0.931,0.06,-0.058,0.0,Mass,0.0054,0.009,-0.0044,0.0,492.0,80.0,-71.0,0.0,1311.0,52.0,-50.0,0.0,0,K1,5180.0,190.0,-190.0,0.0,0.866,0.031,-0.03,0.0,0.895,0.077,-0.072,0.0,0.12,0.21,-0.19,0.0,[Fe/H],4.514,0.018,-0.018,0.0,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,11.728,0.034,-0.034,9.632,0.024,-0.024,11.5638,0.001019,-0.001019
WASP-47 b,WASP-47,1,4,Transit,2012,SuperWASP,0,4.159151,4e-07,-4e-07,0.0,0.052,0.0006,-0.0006,0.0,12.86,0.1,-0.1,0.0,1.14729433,0.00892142,-0.00892142,0.0,374.0,17.0,-16.0,0.0,1.1767356,0.05348798,-0.05034163,0.0,Mass,0.0006,0.0005,-0.0002,0.0,534.0,227.0,-227.0,0.0,1275.0,23.0,-23.0,0.0,1,G9,5565.0,60.0,-60.0,0.0,1.156,0.009,-0.009,0.0,1.058,0.047,-0.047,0.0,0.43,0.04,-0.04,0.0,[Fe/H],4.3437,0.0063,-0.0063,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.888,-4.716,11.936,0.046,-0.046,10.192,0.026,-0.026,11.7889,0.000253,-0.000253
WASP-77 A b,WASP-77 A,2,1,Transit,2012,SuperWASP,0,1.360029395,5.7e-08,-5.7e-08,0.0,0.023233633,3.7e-08,-3.7e-08,0.0,13.56,0.22,-0.22,0.0,1.21,0.02,-0.02,0.0,529.311429,0.14302278,-0.14302278,0.0,1.6654,0.00045,-0.00045,0.0,Mass,0.01353,0.0006,-0.0006,0.0,1440.0,90.0,-80.0,0.0,1674.0,24.0,-24.0,0.0,0,G8 V,5617.0,72.0,-72.0,0.0,0.91,0.025,-0.023,0.0,0.903,0.066,-0.059,0.0,-0.1,0.1,-0.11,0.0,[Fe/H],4.476,0.014,-0.015,0.0,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,105.166,1.209,-1.182,10.294,0.007,-0.007,8.405,0.031,-0.031,10.0966,0.00158,-0.00158
Wolf 503 b,Wolf 503,1,1,Transit,2018,K2,0,6.00127,2.1e-05,-2.1e-05,0.0,0.05712,0.00063,-0.00045,0.0,2.043,0.069,-0.069,0.0,0.18226457,0.00615578,-0.00615578,0.0,6.27,0.85,-0.84,0.0,0.01972763,0.0026744,-0.00264294,0.0,Mass,0.409,0.085,-0.085,0.0,64.7,5.5,-5.5,0.0,789.0,16.0,-16.0,0.0,0,K3.5 V,4716.0,60.0,-60.0,0.0,0.689,0.021,-0.02,0.0,0.688,0.023,-0.016,0.0,-0.47,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.01,0.0,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369,44.526,0.0964,-0.0961,10.27,0.03,-0.03,7.617,0.023,-0.023,9.89816,0.000337,-0.000337
XO-7 b,XO-7,1,1,Transit,2019,XO,0,2.8641424,4.3e-06,-4.3e-06,0.0,0.04421,0.00062,-0.00062,0.0,15.389957,0.291434,-0.291434,0.0,1.373,0.026,-0.026,0.0,225.34147,10.80622,-10.80622,0.0,0.709,0.034,-0.034,0.0,Mass,0.038,0.033,-0.033,0.0,1540.0,81.0,-81.0,0.0,1743.0,23.0,-23.0,0.0,0,G0 V,6250.0,100.0,-100.0,0.0,1.48,0.022,-0.022,0.0,1.405,0.059,-0.059,0.0,0.432,0.057,-0.057,0.0,[Fe/H],4.246,0.023,-0.023,0.0,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.149,1.194,-1.181,10.521,0.006,-0.006,9.241,0.024,-0.024,10.4575,0.000449,-0.000449
